ID: 428, Punctaj: 755
ID: 358, Punctaj: 535
ID: 479, Punctaj: 533
ID: 439, Punctaj: 532
ID: 151, Punctaj: 529
ID: 220, Punctaj: 529
ID: 429, Punctaj: 529
ID: 475, Punctaj: 527
ID: 271, Punctaj: 526
ID: 367, Punctaj: 526
ID: 461, Punctaj: 526
ID: 338, Punctaj: 525
ID: 440, Punctaj: 525
ID: 573, Punctaj: 525
ID: 134, Punctaj: 524
ID: 511, Punctaj: 523
ID: 566, Punctaj: 521
ID: 347, Punctaj: 520
ID: 467, Punctaj: 520
ID: 276, Punctaj: 519
ID: 532, Punctaj: 519
ID: 542, Punctaj: 518
ID: 457, Punctaj: 517
ID: 344, Punctaj: 516
ID: 448, Punctaj: 515
ID: 462, Punctaj: 514
ID: 472, Punctaj: 514
ID: 534, Punctaj: 514
ID: 301, Punctaj: 513
ID: 318, Punctaj: 513
ID: 312, Punctaj: 511
ID: 224, Punctaj: 508
ID: 236, Punctaj: 508
ID: 387, Punctaj: 507
ID: 416, Punctaj: 507
ID: 515, Punctaj: 506
ID: 579, Punctaj: 506
ID: 110, Punctaj: 505
ID: 164, Punctaj: 505
ID: 247, Punctaj: 505
ID: 355, Punctaj: 505
ID: 135, Punctaj: 504
ID: 163, Punctaj: 504
ID: 170, Punctaj: 503
ID: 332, Punctaj: 503
ID: 409, Punctaj: 500
ID: 435, Punctaj: 499
ID: 109, Punctaj: 497
ID: 124, Punctaj: 497
ID: 175, Punctaj: 497
ID: 266, Punctaj: 497
ID: 587, Punctaj: 497
ID: 281, Punctaj: 496
ID: 530, Punctaj: 495
ID: 328, Punctaj: 494
ID: 453, Punctaj: 494
ID: 575, Punctaj: 494
ID: 286, Punctaj: 493
ID: 257, Punctaj: 492
ID: 381, Punctaj: 492
ID: 420, Punctaj: 492
ID: 434, Punctaj: 491
ID: 155, Punctaj: 490
ID: 263, Punctaj: 490
ID: 384, Punctaj: 490
ID: 476, Punctaj: 490
ID: 580, Punctaj: 490
ID: 244, Punctaj: 489
ID: 156, Punctaj: 488
ID: 310, Punctaj: 488
ID: 526, Punctaj: 488
ID: 201, Punctaj: 487
ID: 516, Punctaj: 487
ID: 251, Punctaj: 486
ID: 421, Punctaj: 486
ID: 177, Punctaj: 485
ID: 386, Punctaj: 485
ID: 307, Punctaj: 484
ID: 308, Punctaj: 484
ID: 418, Punctaj: 484
ID: 405, Punctaj: 483
ID: 140, Punctaj: 482
ID: 253, Punctaj: 482
ID: 313, Punctaj: 482
ID: 265, Punctaj: 481
ID: 329, Punctaj: 481
ID: 548, Punctaj: 481
ID: 133, Punctaj: 480
ID: 243, Punctaj: 480
ID: 262, Punctaj: 480
ID: 396, Punctaj: 478
ID: 427, Punctaj: 478
ID: 445, Punctaj: 477
ID: 144, Punctaj: 476
ID: 422, Punctaj: 475
ID: 203, Punctaj: 474
ID: 444, Punctaj: 473
ID: 141, Punctaj: 471
ID: 401, Punctaj: 471
ID: 465, Punctaj: 471
ID: 506, Punctaj: 471
ID: 395, Punctaj: 470
ID: 246, Punctaj: 469
ID: 366, Punctaj: 469
ID: 169, Punctaj: 468
ID: 411, Punctaj: 467
ID: 180, Punctaj: 466
ID: 403, Punctaj: 465
ID: 302, Punctaj: 464
ID: 320, Punctaj: 464
ID: 118, Punctaj: 463
ID: 322, Punctaj: 463
ID: 364, Punctaj: 462
ID: 540, Punctaj: 462
ID: 583, Punctaj: 462
ID: 349, Punctaj: 461
ID: 432, Punctaj: 461
ID: 450, Punctaj: 461
ID: 270, Punctaj: 460
ID: 382, Punctaj: 460
ID: 273, Punctaj: 459
ID: 469, Punctaj: 459
ID: 215, Punctaj: 458
ID: 235, Punctaj: 458
ID: 363, Punctaj: 458
ID: 383, Punctaj: 457
ID: 232, Punctaj: 456
ID: 242, Punctaj: 456
ID: 171, Punctaj: 455
ID: 390, Punctaj: 455
ID: 471, Punctaj: 455
ID: 102, Punctaj: 454
ID: 105, Punctaj: 454
ID: 545, Punctaj: 454
ID: 129, Punctaj: 453
ID: 240, Punctaj: 453
ID: 373, Punctaj: 452
ID: 378, Punctaj: 451
ID: 214, Punctaj: 448
ID: 508, Punctaj: 448
ID: 111, Punctaj: 447
ID: 233, Punctaj: 447
ID: 248, Punctaj: 447
ID: 282, Punctaj: 447
ID: 185, Punctaj: 446
ID: 425, Punctaj: 446
ID: 138, Punctaj: 444
ID: 145, Punctaj: 443
ID: 245, Punctaj: 443
ID: 327, Punctaj: 442
ID: 376, Punctaj: 442
ID: 388, Punctaj: 442
ID: 443, Punctaj: 442
ID: 182, Punctaj: 440
ID: 473, Punctaj: 440
ID: 582, Punctaj: 438
ID: 480, Punctaj: 435
ID: 513, Punctaj: 434
ID: 514, Punctaj: 434
ID: 146, Punctaj: 433
ID: 337, Punctaj: 431
ID: 522, Punctaj: 431
ID: 107, Punctaj: 430
ID: 226, Punctaj: 428
ID: 321, Punctaj: 425
ID: 563, Punctaj: 425
ID: 565, Punctaj: 425
ID: 123, Punctaj: 423
ID: 572, Punctaj: 423
ID: 325, Punctaj: 422
ID: 356, Punctaj: 422
ID: 139, Punctaj: 421
ID: 354, Punctaj: 421
ID: 227, Punctaj: 417
ID: 571, Punctaj: 417
ID: 398, Punctaj: 416
ID: 241, Punctaj: 415
ID: ﻿200, Punctaj: 414
ID: 125, Punctaj: 413
ID: 574, Punctaj: 413
ID: 501, Punctaj: 412
ID: 517, Punctaj: 412
ID: 521, Punctaj: 412
ID: 260, Punctaj: 411
ID: 334, Punctaj: 410
ID: 261, Punctaj: 409
ID: 379, Punctaj: 408
ID: 268, Punctaj: 407
ID: 423, Punctaj: 407
ID: 165, Punctaj: 406
ID: 452, Punctaj: 406
ID: 567, Punctaj: 406
ID: 285, Punctaj: 405
ID: 330, Punctaj: 405
ID: 336, Punctaj: 404
ID: 280, Punctaj: 402
ID: 447, Punctaj: 398
ID: 335, Punctaj: 397
ID: 213, Punctaj: 396
ID: 459, Punctaj: 396
ID: 464, Punctaj: 396
ID: 154, Punctaj: 395
ID: 339, Punctaj: 395
ID: 385, Punctaj: 394
ID: 371, Punctaj: 393
ID: 114, Punctaj: 391
ID: 153, Punctaj: 391
ID: 142, Punctaj: 389
ID: 116, Punctaj: 385
ID: 478, Punctaj: 384
ID: 228, Punctaj: 376
ID: 184, Punctaj: 373
ID: 586, Punctaj: 371
ID: 159, Punctaj: 369
ID: 230, Punctaj: 365
ID: 137, Punctaj: 363
ID: 442, Punctaj: 363
ID: 127, Punctaj: 360
ID: 554, Punctaj: 360
ID: 275, Punctaj: 356
ID: 397, Punctaj: 356
ID: 426, Punctaj: 353
ID: 568, Punctaj: 353
ID: 529, Punctaj: 351
ID: 113, Punctaj: 350
ID: 122, Punctaj: 349
ID: 174, Punctaj: 346
ID: 449, Punctaj: 346
ID: 234, Punctaj: 345
ID: 311, Punctaj: 345
ID: 274, Punctaj: 339
ID: 348, Punctaj: 336
ID: 350, Punctaj: 335
ID: 562, Punctaj: 334
ID: 256, Punctaj: 333
ID: 415, Punctaj: 332
ID: 148, Punctaj: 331
ID: 340, Punctaj: 331
ID: 284, Punctaj: 329
ID: 556, Punctaj: 325
ID: ﻿400, Punctaj: 321
ID: 404, Punctaj: 315
ID: 326, Punctaj: 314
ID: 441, Punctaj: 312
ID: 361, Punctaj: 300
ID: 419, Punctaj: 298
ID: 255, Punctaj: 292
ID: 505, Punctaj: 282
ID: 519, Punctaj: 273
ID: 564, Punctaj: 241
ID: 527, Punctaj: 195
